IDENT_MEN;A0111;A0112;A0113;A0114;A0115;A0116;A0117;A0118;A0119;A0121;A0122;A0211;A0212;A0213
05788;0;0;0;416;0;3204;191;0;0;0;0;0;0;0
05796;0;0;0;0;0;3028;1725;0;0;0;0;0;0;0
05797;0;0;0;0;0;0;0;51;0;0;0;0;0;0
05798;0;824;0;0;0;0;0;0;0;0;0;0;0;0
05806;0;0;0;45;0;99;2204;0;0;0;0;0;0;0
05811;0;0;0;0;0;0;2564;0;0;0;0;0;0;0
05813;0;0;0;0;0;0;588;0;0;0;0;0;0;0
05823;0;0;0;0;0;4903;436;0;0;0;813;0;0;0
05833;0;0;0;0;0;1366;673;0;0;0;0;0;0;0
05839;0;0;0;0;0;0;1470;0;0;0;0;0;1551;0
05842;0;0;0;0;0;0;430;0;0;0;0;0;0;0
05846;0;0;0;0;0;0;331;0;0;0;0;0;0;0
05856;0;0;0;0;0;0;0;38;0;0;0;0;0;0
05859;0;2143;0;0;0;121;741;0;0;0;0;0;0;0
05861;0;233;0;0;0;0;0;0;0;0;0;0;0;0
05862;0;0;0;0;0;573;0;0;0;0;0;0;0;0
05866;0;0;0;89;0;0;850;0;0;0;0;0;0;0
05871;0;0;0;89;0;400;217;0;0;0;0;0;0;0
05879;0;0;280;178;0;139;737;0;0;0;0;0;0;0
05889;128;0;0;245;0;0;0;0;0;0;0;0;0;0
05894;0;1630;0;178;0;0;524;0;0;0;0;0;0;0
05895;0;0;0;0;0;0;458;0;0;0;0;0;0;0
05903;0;0;0;0;0;475;536;0;0;0;0;0;0;0
05905;0;0;0;0;0;859;0;0;0;0;0;0;0;0
05907;0;0;0;0;0;200;394;0;0;0;0;0;0;0
05908;0;0;0;0;0;0;153;0;0;0;0;0;0;0
05914;0;0;0;0;0;0;1309;0;0;0;0;0;0;0
05915;0;0;0;0;0;0;191;0;0;0;0;0;0;0
05917;0;0;0;0;0;0;298;0;0;0;0;0;0;0
05920;0;0;0;0;0;0;327;0;0;0;0;0;0;0
05922;0;0;0;0;0;0;384;0;0;0;0;0;0;0
05930;0;0;0;0;0;172;0;63;0;0;0;0;0;0
05935;0;0;0;0;0;137;319;0;0;0;0;0;0;0
05937;0;0;0;45;0;369;767;62;0;0;0;0;0;0
05942;0;0;1582;0;0;683;413;0;0;0;0;0;0;0
05949;0;0;0;0;0;0;191;0;0;0;0;0;0;0
05950;0;0;0;0;0;784;0;0;0;0;0;0;0;0
05960;0;0;0;0;0;0;570;0;0;0;0;0;0;0
05961;0;0;0;0;0;2790;0;13;0;0;0;0;0;0
05974;0;0;0;0;0;1052;7096;0;0;0;0;0;0;0
05979;0;0;0;30;0;0;0;0;0;0;0;0;0;0
05985;0;0;0;0;0;0;554;0;0;0;0;0;0;0
05991;0;0;0;297;0;221;0;0;0;0;0;0;0;0
05997;0;0;0;0;0;446;0;0;0;0;0;0;0;0
05998;0;0;0;0;0;0;345;0;0;0;0;0;0;0
06001;0;233;0;0;0;654;0;0;0;0;0;0;0;0
06005;0;233;0;356;0;0;1388;0;0;0;0;0;0;0
06006;0;0;0;0;0;515;325;51;0;0;0;0;0;0
06007;0;0;0;0;0;0;289;0;0;0;0;0;0;0
06013;0;0;0;0;0;0;128;0;0;0;0;0;0;0
06019;0;856;0;223;0;0;743;0;0;0;0;0;0;0
06020;0;0;0;0;0;93;315;67;0;0;0;0;0;0
06021;0;0;0;0;0;0;50;0;0;0;0;0;0;0
06023;0;0;0;0;0;0;382;0;0;0;0;0;0;0
06024;0;0;0;0;0;2224;0;0;0;0;0;0;0;0
06031;0;0;0;0;0;0;191;0;0;0;0;0;0;0
06034;0;0;0;0;0;0;10257;0;0;0;0;0;0;0
06041;0;0;0;0;0;0;0;13;0;0;0;0;0;0
06045;0;0;0;0;0;300;0;63;0;0;0;0;0;0
06047;0;0;0;0;0;206;0;0;0;0;0;0;0;0
06051;144;0;0;0;0;0;460;0;0;0;0;0;0;0
06064;0;233;0;0;0;0;0;0;0;0;0;0;0;0
06072;0;0;0;0;0;20;0;0;0;0;0;0;0;0
06073;0;0;0;0;0;0;0;224;0;0;244;0;0;0
06078;0;0;0;0;0;48;0;0;0;0;0;0;0;0
06079;0;0;0;178;0;1288;2291;0;0;0;0;0;0;0
06080;0;0;0;0;0;1221;197;0;0;0;0;0;0;0
06091;0;0;0;0;0;378;223;0;0;0;0;0;0;0
06099;0;0;0;0;0;0;951;0;0;0;0;0;0;0
06101;0;0;0;0;0;0;269;0;0;0;0;0;0;0
06104;0;0;0;0;0;0;384;88;121;0;0;0;0;0
06107;0;0;0;0;0;200;51;0;0;0;0;0;0;0
06108;0;0;0;0;0;0;32820;0;0;0;0;0;0;0
06118;0;0;0;0;0;0;174;0;0;0;0;0;0;0
06125;0;0;0;0;0;0;1217;0;0;0;0;0;0;0
06129;0;0;0;0;0;1098;0;0;0;0;0;0;0;0
06132;0;0;0;0;0;92;0;0;0;0;0;0;0;0
06140;0;0;0;0;0;293;543;0;0;0;0;0;0;0
06145;0;898;2361;0;0;1208;173;0;0;0;0;0;0;0
06147;187;4623;0;0;0;0;718;0;0;0;0;0;0;0
06153;0;470;0;287;0;0;484;0;0;0;0;0;0;0
06154;0;0;0;0;0;672;0;0;0;0;0;0;0;0
06176;0;401;0;0;0;0;0;0;0;0;0;0;0;0
06178;0;0;0;0;0;1199;7188;0;0;0;0;0;0;0
06181;0;0;0;0;0;168;503;0;0;0;0;0;0;0
06183;0;0;0;0;0;0;0;25;0;0;0;0;0;0
06191;0;0;0;0;0;0;601;0;0;0;0;0;0;0
06192;0;0;0;0;0;1480;0;0;0;0;0;0;0;0
06203;0;0;0;0;0;485;0;0;0;0;0;0;0;0
06204;0;233;0;267;0;0;1203;0;0;0;0;0;0;0
06213;0;2689;0;119;0;0;420;0;0;0;0;0;0;0
06219;0;175;0;535;0;3972;2790;0;0;0;0;0;0;0
06229;0;0;0;0;0;78;245;0;0;0;0;0;0;0
06236;0;0;0;0;0;1332;0;0;0;0;0;0;0;0
06245;0;0;0;0;0;241;724;25;0;0;0;0;562;0
06246;0;1880;0;0;0;0;0;0;0;0;0;0;0;0
06249;0;0;0;0;0;0;256;0;0;0;0;0;0;0
06250;0;0;0;0;0;0;6167;0;0;0;0;0;0;0
06255;94;898;791;233;0;1330;317;0;0;0;300;0;0;0
06258;0;0;0;0;0;232;107;0;0;0;0;0;0;0
06270;0;0;0;0;0;0;142;0;0;0;0;0;0;0
06275;0;0;0;59;0;186;0;561;0;0;0;0;0;0
06276;0;0;0;0;0;0;425;0;0;0;0;0;0;0
06284;0;0;0;0;0;0;867;0;0;0;0;0;0;0
06285;0;0;0;0;0;0;292;0;0;0;0;0;0;0
06287;0;0;0;0;0;180;0;30;0;0;0;0;0;0
06289;0;0;0;0;0;0;10;0;0;0;0;0;0;0
06291;0;0;0;0;0;336;12623;0;0;0;0;0;0;0
06305;0;0;0;89;0;0;0;0;0;0;0;0;0;0
06315;0;0;0;0;0;963;0;0;0;0;0;0;0;0
06319;0;0;0;0;0;0;819;0;0;0;0;0;0;0
06320;0;0;0;0;0;125;619;0;0;0;0;0;0;0
06321;0;3572;0;0;0;0;0;0;0;0;0;0;0;0
06322;0;0;0;0;0;2033;0;0;0;0;0;0;0;0
06325;0;0;0;0;0;0;3544;0;0;0;0;0;0;0
06328;0;0;0;0;0;0;191;0;0;0;0;0;0;0
06334;0;0;0;0;0;0;431;38;0;0;0;0;0;0
06335;0;0;0;0;0;0;862;0;0;0;0;0;0;0
06336;0;0;637;0;0;0;354;25;0;0;0;0;0;0
06341;0;0;0;0;0;281;183;0;0;0;0;0;0;0
06345;0;0;0;0;0;0;312;0;0;0;0;0;0;0
06349;0;0;0;0;0;689;0;0;0;0;0;0;0;0
06352;0;0;0;0;0;2297;760;0;0;0;0;0;0;0
06355;0;0;0;0;0;0;191;0;0;0;0;0;0;0
06361;0;0;0;356;0;45;128;0;0;0;0;0;0;0
06365;0;233;0;59;0;80;2133;0;0;0;0;0;0;0
06369;0;0;0;0;0;0;283;38;0;0;0;0;0;0
06371;0;0;0;0;0;0;212;62;0;0;0;0;0;0
06373;0;0;0;0;0;144;0;0;0;0;0;0;0;0
06375;0;0;0;0;0;552;0;0;0;0;0;0;0;0
06378;0;0;0;0;0;1922;0;0;0;0;0;0;0;0
06383;0;0;0;742;0;0;3841;0;0;0;0;0;0;0
06393;0;233;0;223;0;0;1665;0;0;0;0;0;0;0
06397;0;0;0;0;0;1413;173;0;0;0;0;0;0;0
06402;0;0;0;0;0;0;23;0;0;0;0;0;0;0
06406;0;0;0;0;0;0;524;0;0;0;0;0;0;0
06414;0;0;0;0;0;0;109;0;0;0;0;0;0;0
06419;0;0;0;0;0;0;4233;0;0;0;0;0;0;0
06420;0;0;0;0;0;84;679;0;0;0;0;0;0;0
06424;0;233;0;0;0;0;0;0;0;0;0;0;0;0
06427;0;0;0;0;0;2366;0;0;0;0;0;0;0;0
06432;0;0;0;0;0;533;0;0;0;0;0;0;0;0
06433;0;0;0;0;0;0;2159;0;0;0;0;0;0;0
06434;0;0;0;0;0;0;115;0;0;0;0;0;0;0
06441;0;0;0;178;0;664;164;0;0;0;0;0;0;0
06443;0;0;0;178;0;520;1514;101;0;0;0;0;0;0
06447;0;0;0;0;0;0;523;0;0;0;0;0;0;0
06450;0;0;0;0;0;121;841;0;0;0;0;0;0;0
06456;0;0;0;0;0;200;0;0;0;0;0;0;0;0
06460;0;0;0;89;0;0;508;0;0;0;0;0;0;0
06465;0;0;0;0;0;40;280;13;0;0;0;0;0;0
06470;0;0;0;0;0;0;1535;0;0;0;0;0;0;0
06475;0;0;0;0;0;196;351;0;0;0;0;0;0;0
06482;0;0;0;0;0;242;0;0;0;0;0;0;0;0
06491;0;0;0;45;0;0;0;0;0;0;0;0;0;0
06492;0;0;0;0;0;859;197;0;0;0;0;0;0;0
06511;0;0;0;0;0;920;240;0;0;0;0;0;0;0
06513;0;0;0;0;0;381;0;0;0;0;0;0;0;0
06517;0;0;0;0;0;0;382;0;0;0;0;0;0;0
06523;0;0;0;0;0;350;0;0;0;0;0;0;0;0
06527;0;0;0;0;0;0;130;0;0;0;0;0;0;0
06529;0;0;0;0;0;0;130;0;0;0;0;0;0;0
06535;0;0;0;0;0;3372;0;0;0;0;0;0;0;0
06538;0;0;0;172;0;0;0;0;0;0;0;0;0;0
06545;0;0;0;0;0;0;0;76;0;0;0;0;0;0
06550;0;0;0;178;0;0;374;0;0;0;0;0;0;0
06564;0;0;0;89;0;0;0;0;0;0;0;0;0;0
06567;0;0;0;0;0;0;955;0;0;0;0;0;0;0
06570;0;0;0;148;0;0;116;20;0;0;0;0;0;0
06572;0;1036;3395;115;0;1240;811;0;0;0;0;0;1012;0
06578;0;0;0;0;0;0;0;0;50;0;0;0;0;0
06580;0;0;0;0;0;0;306;0;0;0;0;0;0;0
06587;0;0;0;0;0;168;530;0;0;0;0;0;0;0
06589;0;0;0;0;0;0;217;0;0;0;0;0;0;0
06595;0;0;0;0;0;96;729;0;0;0;0;0;0;0
06597;0;0;0;0;0;0;3055;0;0;0;0;0;0;0
06598;0;0;0;0;0;839;0;0;0;0;0;0;0;0
06601;0;1131;2615;420;0;1618;614;0;0;0;0;0;0;0
06602;0;0;0;0;0;0;450;0;0;0;0;0;0;0
06605;0;0;0;0;0;84;0;0;0;0;0;0;0;0
06608;0;940;1582;148;0;0;0;0;0;0;0;0;0;0
06612;0;0;0;0;0;0;2910;0;0;0;0;0;0;0
06614;0;0;0;0;0;920;522;0;0;0;0;0;0;0
06616;0;0;0;0;0;0;0;63;0;0;0;0;0;0
06620;0;0;0;148;0;0;0;0;0;0;0;0;0;0
06621;0;0;0;148;0;0;0;0;0;0;0;0;0;0
06623;0;0;0;89;0;242;710;0;0;0;0;0;0;0
06628;0;233;0;178;0;0;756;0;0;0;0;0;0;0
06633;0;0;0;0;0;0;559;0;0;0;0;0;0;0
06635;0;0;0;0;0;672;760;0;0;0;0;0;0;0
06636;0;0;0;0;0;0;523;0;0;0;0;0;0;0
06641;0;0;0;0;0;284;1740;0;0;0;0;0;0;0
06644;0;0;0;0;0;240;1453;0;0;0;0;0;0;0
06646;0;0;0;0;0;0;139;0;0;0;0;0;0;0
06649;0;0;0;0;0;2680;0;0;0;0;0;0;0;0
06652;0;0;0;0;0;0;153;0;0;0;0;0;0;0
06655;0;0;0;0;0;346;0;0;0;0;0;0;0;0
06664;0;105;0;178;0;448;2333;0;0;0;0;0;0;0
06667;0;643;0;148;0;121;61;0;0;0;0;0;0;0
06672;0;0;0;0;0;0;322;51;0;0;0;0;0;0
06682;0;357;0;0;0;121;1015;30;0;0;0;0;0;0
06692;0;0;0;178;0;48;689;38;0;0;199;0;0;0
06700;0;0;0;0;0;0;0;0;56;0;0;0;0;0
06706;0;0;0;0;0;0;283;63;0;0;0;0;0;0
06715;0;0;0;0;0;1345;0;0;0;0;0;0;0;0
06720;0;0;0;0;0;708;223;0;0;0;0;0;0;0
06725;0;0;0;89;0;0;163;0;0;0;0;0;0;0
06728;0;0;0;350;0;186;453;0;0;0;0;0;0;0
06731;0;0;0;0;0;0;725;0;0;0;0;0;0;0
06732;0;6021;0;297;0;1188;192;0;0;0;0;0;0;0
06734;0;0;0;0;0;0;382;0;0;0;0;0;0;0
06735;0;0;0;0;0;835;0;25;0;0;0;0;0;0
06744;0;0;0;0;0;0;51;0;0;0;0;0;0;0
06763;0;0;0;0;0;0;38;0;0;0;0;0;0;0
06767;0;0;0;0;0;429;0;0;0;0;0;0;0;0
06771;0;0;0;104;0;0;0;0;0;0;0;0;0;0
06794;0;0;0;0;0;199;76;0;0;0;0;0;0;0
06804;0;0;0;0;0;559;349;0;0;0;0;0;0;0
06810;0;1285;0;0;0;0;95;0;0;0;0;0;0;0
06812;0;0;0;0;0;199;0;0;0;0;0;0;0;0
06813;0;0;316;0;0;0;440;51;0;0;0;0;0;0
06817;0;233;1191;148;0;1531;395;253;0;0;0;0;0;0
06822;0;0;0;0;0;963;0;0;0;0;0;0;0;0
06831;0;0;0;0;0;548;0;0;0;0;0;0;0;0
06832;0;0;0;0;0;0;459;0;0;0;0;0;0;0
06835;0;0;0;0;0;1979;767;0;0;0;0;0;0;0
06836;0;0;0;0;0;979;0;0;0;0;0;0;0;0
06837;0;0;0;0;0;0;131;0;0;0;0;0;0;0
06840;0;0;0;0;0;567;190;0;0;0;0;0;0;0
06856;0;0;0;0;0;80;2018;0;0;0;0;0;0;0
06867;0;0;0;0;0;670;0;0;0;0;0;0;0;0
06870;0;0;0;0;0;0;382;0;0;0;0;0;0;0
06877;0;4483;1181;607;0;1240;525;0;0;0;0;0;0;0
06882;0;0;0;0;0;2340;263;0;0;0;0;0;0;0
06883;0;0;257;104;0;0;292;0;0;0;0;0;0;0
06884;0;0;0;59;0;0;0;0;0;0;0;0;0;0
06890;431;0;0;0;0;0;0;30;0;0;0;0;0;0
06893;0;0;0;0;0;0;1502;0;0;0;0;0;0;0
06896;0;1003;670;57;0;210;153;0;0;0;0;0;0;0
06897;0;0;0;0;0;0;651;0;0;0;0;0;0;0
06901;0;0;0;0;0;0;468;0;0;0;0;0;0;0
06902;0;214;0;0;0;0;0;0;0;0;0;0;0;0
06904;0;0;0;0;0;0;2864;0;0;0;0;0;0;0
06912;0;0;0;0;0;2007;0;246;0;0;0;0;0;0
06934;0;0;0;0;0;125;0;0;0;0;0;0;0;0
06947;0;0;0;0;0;0;191;0;0;0;0;0;0;0
06951;0;0;0;0;0;0;0;123;0;0;0;0;0;0
06957;0;5041;0;0;0;0;0;0;0;0;0;0;0;0
06959;0;70;0;119;0;200;1026;62;0;0;0;0;0;0
06966;0;0;0;0;0;799;1280;0;0;0;0;0;0;0
06971;0;0;0;0;0;401;573;0;0;0;0;0;0;0
06975;0;0;0;0;0;0;172;0;0;0;0;0;0;0
06977;0;0;0;0;0;711;1604;0;0;0;0;0;0;0
06978;0;0;0;622;0;747;485;0;0;0;0;0;0;0
06996;0;0;0;0;0;0;2051;0;0;0;0;0;0;0
07000;0;233;0;0;0;42;764;0;0;0;0;0;0;0
07004;0;0;0;0;0;96;1191;0;0;0;0;0;0;0
07018;0;0;0;0;0;0;191;0;0;0;0;0;0;0
07029;0;0;0;0;0;333;218;0;1543;0;0;0;0;0
07038;0;0;0;0;0;0;191;0;0;0;0;0;0;0
07047;0;0;0;0;0;5502;1371;0;0;0;0;0;0;0
07051;0;0;0;0;0;42;653;0;0;0;0;0;0;0
07057;0;0;0;148;0;4489;3592;0;0;0;0;0;0;0
07061;0;470;268;178;0;242;600;76;0;0;0;0;0;0
07062;0;0;0;0;0;0;38;0;0;0;0;0;0;0
07067;0;0;0;0;0;1199;0;0;0;0;0;0;0;0
07076;0;0;0;208;0;121;0;0;0;0;0;0;0;0
07077;0;0;0;0;0;407;164;0;0;0;0;0;0;0
07083;0;0;0;0;0;1211;2564;0;0;0;0;0;0;0
07084;0;0;0;0;0;1976;0;0;0;0;0;0;0;0
07090;0;0;0;0;0;0;164;0;0;0;0;0;0;0
07091;0;0;0;0;0;42;2172;0;0;0;0;0;0;0
07094;0;0;0;0;0;0;232;0;0;0;0;0;0;0
07106;0;0;0;0;0;406;2338;0;0;0;0;0;0;0
07109;0;0;0;0;0;196;1700;0;0;0;0;0;0;0
07118;0;0;0;0;0;0;259;0;0;0;0;0;0;0
07120;0;0;0;0;0;0;256;0;0;0;0;0;0;0
07123;0;0;0;0;0;0;1213;0;0;0;0;0;0;0
07126;0;0;0;0;0;1839;191;0;0;0;0;0;0;0
07139;0;0;0;0;0;1384;0;0;0;0;0;0;0;0
07140;0;0;0;0;0;0;50;0;0;0;0;0;0;0
07142;0;1796;0;0;0;0;0;0;0;0;0;0;0;0
07144;0;0;0;0;0;0;115;0;0;0;0;0;0;0
07148;0;0;0;0;0;0;305;505;0;0;0;0;0;0
07151;0;0;0;0;0;0;153;0;0;0;0;0;0;0
07154;0;0;0;1188;0;0;7072;0;0;0;0;0;0;0
07156;0;0;0;0;0;0;1269;0;0;0;0;0;0;0
07159;0;0;0;0;0;792;675;63;0;0;0;0;0;0
07161;0;0;0;0;0;0;611;0;0;0;0;0;0;0
07163;0;0;0;0;0;0;76;0;0;0;0;0;0;0
07164;0;0;0;0;0;10413;2208;0;0;0;0;0;0;0
07171;0;0;0;0;0;0;550;0;0;0;0;0;0;0
07173;0;0;0;178;0;0;0;25;0;0;0;0;0;0
07176;0;357;0;89;0;0;1634;253;0;0;0;0;0;0
07177;0;0;0;0;0;1142;196;0;0;0;0;0;0;0
07178;0;0;0;0;0;0;1806;0;0;0;0;0;0;0
07180;0;0;0;0;0;429;256;0;0;0;0;0;0;0
07184;0;1572;0;293;0;1033;1004;0;0;0;0;0;0;0
07188;0;0;0;0;0;0;689;0;0;0;0;0;0;0
07191;0;4582;0;297;0;0;862;253;0;0;0;0;0;0
07197;0;0;0;0;0;486;611;25;0;0;0;0;0;0
07198;0;0;0;148;0;86;705;253;979;0;0;0;0;0
07199;0;0;0;0;0;595;307;0;0;0;0;0;0;0
07200;0;0;0;0;0;1117;1792;0;0;0;0;0;0;0
07208;0;0;0;0;0;710;797;76;0;0;0;0;0;0
07214;0;0;0;0;0;0;510;0;0;0;0;0;0;0
07216;0;0;0;0;0;0;154;0;0;0;0;0;0;0
07222;0;0;0;0;0;121;363;33;0;0;0;0;0;0
07224;0;0;0;0;0;482;0;0;0;0;0;0;0;0
07225;0;0;0;0;0;0;57;0;0;0;0;0;0;0
07227;0;0;0;0;0;0;46;0;0;0;0;0;0;0
07232;0;867;0;59;0;0;1846;13;0;0;0;0;0;0
07245;0;0;0;0;0;0;862;0;0;0;0;0;0;0
07246;0;0;0;0;0;1898;868;0;0;0;0;0;0;0
07249;0;0;0;0;0;0;382;0;0;0;0;0;0;0
07252;0;0;0;0;0;125;434;0;0;0;0;0;0;0
07261;0;0;0;0;0;0;322;0;0;0;0;0;0;0
07262;0;0;0;0;0;1211;1459;1516;0;0;0;0;0;0
07265;0;0;0;0;0;0;1845;0;0;0;0;0;0;0
07266;0;0;0;0;0;400;382;0;0;0;0;0;0;0
07274;0;0;0;0;0;0;371;0;0;0;0;0;0;0
07281;0;0;0;223;0;858;877;256;0;0;0;0;0;0
07282;0;0;0;0;0;658;218;0;0;0;0;0;0;0
07283;0;0;0;119;0;478;680;0;0;0;0;0;0;0
07293;0;0;0;0;0;96;0;0;0;0;0;0;0;0
07299;0;0;0;0;0;448;434;0;0;0;0;0;0;0
07309;0;0;0;0;0;0;236;0;0;0;0;0;0;0
07311;0;470;0;0;0;281;571;0;0;0;0;0;0;0
07313;0;401;0;89;0;0;496;62;0;0;0;0;0;0
07316;0;0;0;0;0;0;766;0;0;0;0;0;0;0
07323;0;0;0;0;0;0;762;0;0;0;0;0;0;0
07325;0;0;0;0;0;0;714;0;0;0;0;0;0;0
07337;0;0;0;0;0;0;452;0;0;0;0;0;0;0
07348;0;0;0;0;0;295;383;0;0;0;0;0;0;0
07350;0;0;0;1694;0;0;2447;0;0;0;0;0;0;0
07352;0;0;0;238;0;0;2071;0;0;0;0;0;0;0
07362;0;0;0;45;0;0;0;0;0;0;0;0;0;0
07364;0;0;0;0;0;5361;0;0;0;0;0;0;0;0
07365;0;0;0;0;0;391;0;0;0;0;0;0;0;0
07376;0;0;0;0;0;0;263;0;0;0;0;0;0;0
07379;0;0;0;0;0;407;52;0;0;0;0;0;0;0
07381;0;0;0;0;0;0;898;126;0;0;0;0;0;0
07383;0;0;0;0;0;0;128;0;0;0;0;0;0;0
07389;0;0;0;267;0;0;419;0;0;0;0;0;0;0
07393;0;0;0;0;0;0;1225;0;0;0;0;0;0;0
07397;0;0;0;74;0;0;77;0;0;0;0;0;0;0
07401;0;0;0;0;0;1044;218;0;0;0;0;0;0;0
07404;0;0;0;0;0;2868;3491;0;0;0;0;0;0;0
07406;0;0;0;0;0;0;115;0;0;0;0;0;0;0
07408;0;0;0;0;0;200;514;63;0;0;0;0;0;0
07415;0;0;0;67;0;0;131;38;0;0;0;0;0;0
07419;0;0;0;0;0;193;109;0;0;0;0;0;0;0
07424;0;0;0;0;0;125;0;0;0;0;0;0;0;0
07426;0;0;0;0;0;0;95;0;0;0;0;0;0;0
07429;0;401;0;89;0;0;568;0;0;0;0;0;0;0
07433;0;233;0;0;0;986;0;0;0;0;0;0;0;0
07438;0;0;0;0;0;0;449;0;0;0;0;0;0;0
07443;0;0;0;208;0;0;0;0;0;0;0;0;0;0
07452;0;2736;596;148;0;239;263;0;0;0;0;0;0;0
07457;0;0;0;0;0;0;328;0;0;0;0;0;0;0
07458;0;0;0;0;0;98;0;0;0;0;0;0;0;0
07463;0;0;0;0;0;0;300;0;0;0;0;0;0;0
07468;0;2686;1780;151;0;861;614;62;0;0;0;0;0;0
07474;0;283;0;0;0;0;0;0;0;0;0;0;0;0
07484;0;826;0;178;0;0;3038;460;0;0;0;0;0;0
07487;0;0;0;0;0;0;197;0;0;0;0;0;0;0
07488;0;0;0;0;0;2423;2291;0;0;0;0;0;0;0
07491;0;0;0;0;0;0;2345;0;0;0;0;0;0;0
07495;0;0;0;0;0;600;25;0;0;0;0;0;0;0
07497;0;0;0;0;0;2748;1074;0;0;0;0;0;0;0
07498;0;0;0;0;0;0;0;0;0;0;100;0;0;0
07501;0;646;0;0;0;0;796;123;0;0;0;0;196;0
07504;0;0;0;0;0;242;656;0;0;0;0;0;0;0
07510;0;0;0;0;0;0;54;0;0;0;0;0;0;0
07521;0;0;0;0;0;0;1687;0;0;0;0;0;0;0
07523;0;0;0;0;0;96;1215;0;0;0;0;0;0;0
07526;0;0;0;0;0;196;0;0;0;0;0;0;0;0
07530;0;0;0;0;0;112;163;0;0;0;0;0;0;0
07531;0;0;0;356;0;485;1004;0;0;0;0;0;0;0
07556;0;0;0;0;0;0;206;0;0;0;0;0;0;0
07558;0;0;0;0;0;0;1495;0;0;0;0;0;0;0
07566;0;0;0;0;0;121;138;0;0;0;0;0;0;0
07568;0;0;0;0;0;0;327;0;0;0;0;0;0;0
07569;0;0;0;148;0;0;0;0;0;0;0;0;0;0
07575;0;0;0;0;0;0;191;0;0;0;0;0;0;0
07581;0;0;0;0;0;0;143;0;0;0;0;0;0;0
07587;0;0;0;0;0;0;243;0;0;0;0;0;0;0
07589;0;0;0;0;0;607;605;0;0;0;0;0;0;0
07596;0;0;0;0;0;0;477;0;0;0;0;0;0;0
07598;0;0;0;0;0;2062;131;0;0;0;0;0;0;0
07600;0;0;0;0;0;229;0;0;0;0;0;0;0;0
07606;0;0;0;0;0;43;0;0;0;0;0;0;0;0
07613;193;0;0;0;0;0;0;0;0;0;0;0;0;0
07616;0;0;0;0;0;0;451;0;0;0;0;0;0;0
07623;0;0;0;0;0;482;2429;0;0;0;0;0;0;0
07627;0;0;0;0;0;654;655;0;0;0;0;0;0;0
07628;0;0;0;637;0;0;326;189;0;0;0;0;0;0
07629;0;0;0;371;0;0;0;0;0;0;0;0;0;0
07630;0;0;0;0;0;0;588;0;0;0;0;0;0;0
07633;0;0;0;0;0;0;38;0;0;0;0;0;0;0
07634;0;0;0;0;0;0;696;0;0;0;0;0;0;0
07638;0;572;0;0;0;0;0;0;0;0;0;0;0;0
07644;0;0;0;0;0;42;434;0;0;0;0;0;0;0
07645;0;0;0;0;0;80;379;0;0;0;0;0;0;0
07650;0;940;0;178;0;188;655;0;0;0;0;0;0;0
07661;0;0;0;0;0;558;0;0;0;0;0;0;0;0
07662;0;0;0;0;0;0;1629;0;0;0;0;0;0;0
07664;0;0;0;0;0;0;1145;0;0;0;0;0;0;0
07665;0;0;0;0;0;0;393;0;0;0;0;0;0;0
07667;0;0;0;0;0;90;0;0;0;0;0;0;0;0
07687;0;0;0;0;0;0;961;0;0;0;0;0;0;0
07688;0;0;0;148;0;0;0;0;0;0;0;0;0;0
07696;0;0;0;0;0;1458;1853;0;0;0;0;0;0;0
07702;0;429;357;0;0;0;1049;0;0;0;0;0;0;0
07703;0;0;0;0;0;0;544;0;0;0;0;0;0;0
07708;0;0;0;0;0;96;0;0;0;0;0;0;0;0
07719;0;0;0;178;0;0;0;0;0;0;0;0;0;0
07735;0;466;0;0;0;0;0;0;0;0;0;0;0;0
07736;0;0;0;0;0;589;1;0;0;0;0;0;0;0
07742;0;0;0;59;0;0;0;0;0;0;0;0;0;0
07773;0;0;0;0;0;824;1116;0;0;0;0;0;0;0
07779;0;0;0;0;0;0;870;0;0;0;0;0;0;0
07788;0;0;0;0;0;200;0;0;0;0;0;0;0;0
07792;0;0;0;0;0;221;0;0;0;0;0;0;0;0
07794;0;0;0;89;0;0;0;0;0;0;0;0;0;0
07799;0;0;0;0;0;0;0;123;0;0;0;0;0;0
07802;0;0;0;0;0;1420;259;0;0;0;0;0;0;0
07806;0;0;0;0;0;0;955;0;0;0;0;0;0;0
07811;0;0;0;0;0;0;0;13;0;0;0;0;0;0
07812;0;634;0;178;0;0;1487;0;0;0;0;0;0;0
07814;0;0;0;0;0;1155;584;0;0;0;0;0;0;0
07820;0;0;0;0;0;858;77;0;0;0;0;0;0;0
07828;0;0;0;0;0;0;345;0;0;0;0;0;0;0
07830;0;0;0;119;0;527;205;0;0;0;0;0;0;0
07831;0;0;0;0;0;42;0;0;0;0;0;0;0;0
07836;0;0;0;0;0;42;0;0;0;0;0;0;0;0
07839;0;0;0;0;0;890;0;0;0;0;0;0;0;0
07841;0;0;0;0;0;0;239;0;0;0;0;0;0;0
07853;0;233;567;445;0;1124;889;0;0;0;0;0;0;0
07856;0;0;0;0;0;734;236;0;0;0;0;0;0;0
07865;0;0;0;0;0;0;76;0;0;0;0;0;0;0
07870;0;0;0;0;0;0;687;0;0;0;0;0;0;0
07873;0;0;0;0;0;340;0;0;0;0;0;0;0;0
07874;0;0;0;0;0;0;66;63;0;0;0;0;0;0
